"","state","jurisdiction","candidate","county","year","office","party","mode","stage","version","writein","unofficial","source","dataverse","caucus","votes"
"1180","New Hampshire","CANAAN","DUNLAP","GRAFTON",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1181","New Hampshire","CANAAN","ELLINGER","GRAFTON",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",1
"1182","New Hampshire","CANAAN","GABBARD","GRAFTON",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",30
"1183","New Hampshire","CANAAN","GLEIBERMAN","GRAFTON",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1184","New Hampshire","CANAAN","GREENSTEIN","GRAFTON",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1185","New Hampshire","CANAAN","HARRIS","GRAFTON",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1186","New Hampshire","CANAAN","HEWES","GRAFTON",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1187","New Hampshire","CANAAN","KLOBUCHAR","GRAFTON",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",119
"1188","New Hampshire","CANAAN","KOOS","GRAFTON",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1189","New Hampshire","CANAAN","KRAUS","GRAFTON",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1190","New Hampshire","CANAAN","KRICHEVSKY","GRAFTON",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1191","New Hampshire","CANAAN","MOROZ","GRAFTON",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1192","New Hampshire","CANAAN","PATRICK","GRAFTON",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",1
"1193","New Hampshire","CANAAN","SANDERS","GRAFTON",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",218
"1194","New Hampshire","CANAAN","SCATTER","GRAFTON",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1195","New Hampshire","CANAAN","SESTAK","GRAFTON",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1196","New Hampshire","CANAAN","SLOAN","GRAFTON",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1197","New Hampshire","CANAAN","STEYER","GRAFTON",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",24
"1198","New Hampshire","CANAAN","THISTLE","GRAFTON",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1199","New Hampshire","CANAAN","TORGESEN","GRAFTON",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1200","New Hampshire","CANAAN","WARREN","GRAFTON",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",86
"1201","New Hampshire","CANAAN","WELLS","GRAFTON",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",1
"1202","New Hampshire","CANAAN","WILLIAMSON","GRAFTON",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1203","New Hampshire","CANAAN","YANG","GRAFTON",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",22
"1204","New Hampshire","CANDIA","BIDEN","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",68
"1205","New Hampshire","CANDIA","BOOKER","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",1
"1206","New Hampshire","CANDIA","BOYD","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1207","New Hampshire","CANDIA","BULLOCK","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",1
"1208","New Hampshire","CANDIA","BURKE","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",1
"1209","New Hampshire","CANDIA","BUTTIGIEG","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",158
"1210","New Hampshire","CANDIA","CASTRO","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1211","New Hampshire","CANDIA","DE LA FUENTE","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1212","New Hampshire","CANDIA","DELANEY","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1213","New Hampshire","CANDIA","DUNLAP","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1214","New Hampshire","CANDIA","ELLINGER","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1215","New Hampshire","CANDIA","GABBARD","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",40
"1216","New Hampshire","CANDIA","GLEIBERMAN","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1217","New Hampshire","CANDIA","GREENSTEIN","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1218","New Hampshire","CANDIA","HARRIS","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",2
"1219","New Hampshire","CANDIA","HEWES","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1220","New Hampshire","CANDIA","KLOBUCHAR","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",189
"1221","New Hampshire","CANDIA","KOOS","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1222","New Hampshire","CANDIA","KRAUS","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1223","New Hampshire","CANDIA","KRICHEVSKY","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1224","New Hampshire","CANDIA","MOROZ","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",1
"1225","New Hampshire","CANDIA","PATRICK","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",1
"1226","New Hampshire","CANDIA","SANDERS","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",162
"1227","New Hampshire","CANDIA","SCATTER","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1228","New Hampshire","CANDIA","SESTAK","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1229","New Hampshire","CANDIA","SLOAN","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1230","New Hampshire","CANDIA","STEYER","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",45
"1231","New Hampshire","CANDIA","THISTLE","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1232","New Hampshire","CANDIA","TORGESEN","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1233","New Hampshire","CANDIA","WARREN","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",52
"1234","New Hampshire","CANDIA","WELLS","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1235","New Hampshire","CANDIA","WILLIAMSON","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1236","New Hampshire","CANDIA","YANG","ROCKINGHAM",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",15
"1237","New Hampshire","CANTERBURY","BENNET","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",2
"1238","New Hampshire","CANTERBURY","BIDEN","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",73
"1239","New Hampshire","CANTERBURY","BOOKER","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",1
"1240","New Hampshire","CANTERBURY","BOYD","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1241","New Hampshire","CANTERBURY","BULLOCK","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1242","New Hampshire","CANTERBURY","BURKE","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",1
"1243","New Hampshire","CANTERBURY","BUTTIGIEG","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",182
"1244","New Hampshire","CANTERBURY","CASTRO","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1245","New Hampshire","CANTERBURY","DE LA FUENTE","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1246","New Hampshire","CANTERBURY","DELANEY","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1247","New Hampshire","CANTERBURY","DUNLAP","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1248","New Hampshire","CANTERBURY","ELLINGER","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1249","New Hampshire","CANTERBURY","GABBARD","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",29
"1250","New Hampshire","CANTERBURY","GLEIBERMAN","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1251","New Hampshire","CANTERBURY","GREENSTEIN","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1252","New Hampshire","CANTERBURY","HARRIS","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1253","New Hampshire","CANTERBURY","HEWES","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1254","New Hampshire","CANTERBURY","KLOBUCHAR","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",192
"1255","New Hampshire","CANTERBURY","KOOS","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1256","New Hampshire","CANTERBURY","KRAUS","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1257","New Hampshire","CANTERBURY","KRICHEVSKY","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1258","New Hampshire","CANTERBURY","MOROZ","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1259","New Hampshire","CANTERBURY","PATRICK","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",4
"1260","New Hampshire","CANTERBURY","SANDERS","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",172
"1261","New Hampshire","CANTERBURY","SCATTER","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1262","New Hampshire","CANTERBURY","SESTAK","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1263","New Hampshire","CANTERBURY","SLOAN","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1264","New Hampshire","CANTERBURY","STEYER","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",21
"1265","New Hampshire","CANTERBURY","THISTLE","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1266","New Hampshire","CANTERBURY","TORGESEN","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1267","New Hampshire","CANTERBURY","WARREN","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",95
"1268","New Hampshire","CANTERBURY","WELLS","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1269","New Hampshire","CANTERBURY","WILLIAMSON","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1270","New Hampshire","CANTERBURY","YANG","MERRIMACK",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",12
"1271","New Hampshire","CARROLL","BIDEN","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",25
"1272","New Hampshire","CARROLL","BOOKER","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1273","New Hampshire","CARROLL","BOYD","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1274","New Hampshire","CARROLL","BULLOCK","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1275","New Hampshire","CARROLL","BURKE","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1276","New Hampshire","CARROLL","BUTTIGIEG","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",40
"1277","New Hampshire","CARROLL","CASTRO","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1278","New Hampshire","CARROLL","DE LA FUENTE","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1279","New Hampshire","CARROLL","DELANEY","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1280","New Hampshire","CARROLL","DUNLAP","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1281","New Hampshire","CARROLL","ELLINGER","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1282","New Hampshire","CARROLL","GABBARD","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",2
"1283","New Hampshire","CARROLL","GLEIBERMAN","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1284","New Hampshire","CARROLL","GREENSTEIN","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1285","New Hampshire","CARROLL","HARRIS","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1286","New Hampshire","CARROLL","HEWES","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1287","New Hampshire","CARROLL","KLOBUCHAR","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",29
"1288","New Hampshire","CARROLL","KOOS","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1289","New Hampshire","CARROLL","KRAUS","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1290","New Hampshire","CARROLL","KRICHEVSKY","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1291","New Hampshire","CARROLL","MOROZ","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1292","New Hampshire","CARROLL","PATRICK","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1293","New Hampshire","CARROLL","SANDERS","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",51
"1294","New Hampshire","CARROLL","SCATTER","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1295","New Hampshire","CARROLL","SESTAK","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1296","New Hampshire","CARROLL","SLOAN","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1297","New Hampshire","CARROLL","STEYER","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",9
"1298","New Hampshire","CARROLL","THISTLE","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1299","New Hampshire","CARROLL","TORGESEN","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1300","New Hampshire","CARROLL","WARREN","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",26
"1301","New Hampshire","CARROLL","WELLS","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1302","New Hampshire","CARROLL","WILLIAMSON","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1303","New Hampshire","CARROLL","YANG","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",3
"1304","New Hampshire","CENTER HARBOR","*CORRECTIONS SUBMITTED BY CLERK","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1305","New Hampshire","CENTER HARBOR","BENNET","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1306","New Hampshire","CENTER HARBOR","BIDEN","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",26
"1307","New Hampshire","CENTER HARBOR","BOOKER","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1308","New Hampshire","CENTER HARBOR","BOYD","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1309","New Hampshire","CENTER HARBOR","BULLOCK","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1310","New Hampshire","CENTER HARBOR","BURKE","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1311","New Hampshire","CENTER HARBOR","BUTTIGIEG","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",50
"1312","New Hampshire","CENTER HARBOR","CASTRO","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1313","New Hampshire","CENTER HARBOR","DE LA FUENTE","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1314","New Hampshire","CENTER HARBOR","DELANEY","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1315","New Hampshire","CENTER HARBOR","DUNLAP","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1316","New Hampshire","CENTER HARBOR","ELLINGER","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1317","New Hampshire","CENTER HARBOR","GABBARD","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",4
"1318","New Hampshire","CENTER HARBOR","GLEIBERMAN","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1319","New Hampshire","CENTER HARBOR","GREENSTEIN","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1320","New Hampshire","CENTER HARBOR","HARRIS","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1321","New Hampshire","CENTER HARBOR","HEWES","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1322","New Hampshire","CENTER HARBOR","KLOBUCHAR","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",64
"1323","New Hampshire","CENTER HARBOR","KOOS","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1324","New Hampshire","CENTER HARBOR","KRAUS","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1325","New Hampshire","CENTER HARBOR","KRICHEVSKY","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1326","New Hampshire","CENTER HARBOR","MOROZ","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1327","New Hampshire","CENTER HARBOR","PATRICK","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",2
"1328","New Hampshire","CENTER HARBOR","SANDERS","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",53
"1329","New Hampshire","CENTER HARBOR","SCATTER","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1330","New Hampshire","CENTER HARBOR","SESTAK","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1331","New Hampshire","CENTER HARBOR","SLOAN","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1332","New Hampshire","CENTER HARBOR","STEYER","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",12
"1333","New Hampshire","CENTER HARBOR","THISTLE","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1334","New Hampshire","CENTER HARBOR","TORGESEN","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1335","New Hampshire","CENTER HARBOR","WARREN","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",16
"1336","New Hampshire","CENTER HARBOR","WELLS","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1337","New Hampshire","CENTER HARBOR","WILLIAMSON","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",1
"1338","New Hampshire","CENTER HARBOR","YANG","BELKNAP",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",5
"1339","New Hampshire","CHANDLERS PURCHASE","BIDEN","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1340","New Hampshire","CHANDLERS PURCHASE","BOOKER","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1341","New Hampshire","CHANDLERS PURCHASE","BOYD","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1342","New Hampshire","CHANDLERS PURCHASE","BULLOCK","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1343","New Hampshire","CHANDLERS PURCHASE","BURKE","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1344","New Hampshire","CHANDLERS PURCHASE","BUTTIGIEG","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1345","New Hampshire","CHANDLERS PURCHASE","CASTRO","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1346","New Hampshire","CHANDLERS PURCHASE","DE LA FUENTE","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1347","New Hampshire","CHANDLERS PURCHASE","DELANEY","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
"1348","New Hampshire","CHANDLERS PURCHASE","DUNLAP","COOS",2020,"president","democrat","total","pri","3/4/2020","FALSE","TRUE","NH Secretary of State","president","FALSE",0
