"","state","county","mode","votes","candidate","state_po","state_fips","state_cen","state_ic","jurisdiction","year","office","party","stage","writein","unofficial","dataverse","caucus","source","version"
"1","South Carolina","ABBEVILLE","ELECTION DAY","3","MICHAEL BENNET","SC",45,57,48,"ABBEVILLE",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"2","South Carolina","AIKEN","ELECTION DAY","24","MICHAEL BENNET","SC",45,57,48,"AIKEN",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"3","South Carolina","ALLENDALE","ELECTION DAY","0","MICHAEL BENNET","SC",45,57,48,"ALLENDALE",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"4","South Carolina","ANDERSON","ELECTION DAY","9","MICHAEL BENNET","SC",45,57,48,"ANDERSON",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"5","South Carolina","BAMBERG","ELECTION DAY","4","MICHAEL BENNET","SC",45,57,48,"BAMBERG",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"6","South Carolina","BARNWELL","ELECTION DAY","8","MICHAEL BENNET","SC",45,57,48,"BARNWELL",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"7","South Carolina","BEAUFORT","ELECTION DAY","31","MICHAEL BENNET","SC",45,57,48,"BEAUFORT",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"8","South Carolina","BERKELEY","ELECTION DAY","25","MICHAEL BENNET","SC",45,57,48,"BERKELEY",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"9","South Carolina","CALHOUN","ELECTION DAY","6","MICHAEL BENNET","SC",45,57,48,"CALHOUN",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"10","South Carolina","CHARLESTON","ELECTION DAY","41","MICHAEL BENNET","SC",45,57,48,"CHARLESTON",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"11","South Carolina","CHEROKEE","ELECTION DAY","7","MICHAEL BENNET","SC",45,57,48,"CHEROKEE",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"12","South Carolina","CHESTER","ELECTION DAY","10","MICHAEL BENNET","SC",45,57,48,"CHESTER",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"13","South Carolina","CHESTERFIELD","ELECTION DAY","6","MICHAEL BENNET","SC",45,57,48,"CHESTERFIELD",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"14","South Carolina","CLARENDON","ELECTION DAY","9","MICHAEL BENNET","SC",45,57,48,"CLARENDON",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"15","South Carolina","COLLETON","ELECTION DAY","4","MICHAEL BENNET","SC",45,57,48,"COLLETON",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"16","South Carolina","DARLINGTON","ELECTION DAY","8","MICHAEL BENNET","SC",45,57,48,"DARLINGTON",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"17","South Carolina","DILLON","ELECTION DAY","5","MICHAEL BENNET","SC",45,57,48,"DILLON",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"18","South Carolina","DORCHESTER","ELECTION DAY","19","MICHAEL BENNET","SC",45,57,48,"DORCHESTER",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"19","South Carolina","EDGEFIELD","ELECTION DAY","6","MICHAEL BENNET","SC",45,57,48,"EDGEFIELD",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"20","South Carolina","FAIRFIELD","ELECTION DAY","7","MICHAEL BENNET","SC",45,57,48,"FAIRFIELD",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"21","South Carolina","FLORENCE","ELECTION DAY","18","MICHAEL BENNET","SC",45,57,48,"FLORENCE",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"22","South Carolina","GEORGETOWN","ELECTION DAY","14","MICHAEL BENNET","SC",45,57,48,"GEORGETOWN",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"23","South Carolina","GREENVILLE","ELECTION DAY","44","MICHAEL BENNET","SC",45,57,48,"GREENVILLE",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"24","South Carolina","GREENWOOD","ELECTION DAY","10","MICHAEL BENNET","SC",45,57,48,"GREENWOOD",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"25","South Carolina","HAMPTON","ELECTION DAY","7","MICHAEL BENNET","SC",45,57,48,"HAMPTON",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"26","South Carolina","HORRY","ELECTION DAY","34","MICHAEL BENNET","SC",45,57,48,"HORRY",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"27","South Carolina","JASPER","ELECTION DAY","10","MICHAEL BENNET","SC",45,57,48,"JASPER",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"28","South Carolina","KERSHAW","ELECTION DAY","7","MICHAEL BENNET","SC",45,57,48,"KERSHAW",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"29","South Carolina","LANCASTER","ELECTION DAY","16","MICHAEL BENNET","SC",45,57,48,"LANCASTER",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"30","South Carolina","LAURENS","ELECTION DAY","12","MICHAEL BENNET","SC",45,57,48,"LAURENS",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"31","South Carolina","LEE","ELECTION DAY","6","MICHAEL BENNET","SC",45,57,48,"LEE",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"32","South Carolina","LEXINGTON","ELECTION DAY","14","MICHAEL BENNET","SC",45,57,48,"LEXINGTON",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"33","South Carolina","MARION","ELECTION DAY","5","MICHAEL BENNET","SC",45,57,48,"MARION",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"34","South Carolina","MARLBORO","ELECTION DAY","6","MICHAEL BENNET","SC",45,57,48,"MARLBORO",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"35","South Carolina","MCCORMICK","ELECTION DAY","5","MICHAEL BENNET","SC",45,57,48,"MCCORMICK",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"36","South Carolina","NEWBERRY","ELECTION DAY","9","MICHAEL BENNET","SC",45,57,48,"NEWBERRY",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"37","South Carolina","OCONEE","ELECTION DAY","5","MICHAEL BENNET","SC",45,57,48,"OCONEE",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"38","South Carolina","ORANGEBURG","ELECTION DAY","26","MICHAEL BENNET","SC",45,57,48,"ORANGEBURG",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"39","South Carolina","PICKENS","ELECTION DAY","6","MICHAEL BENNET","SC",45,57,48,"PICKENS",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"40","South Carolina","RICHLAND","ELECTION DAY","48","MICHAEL BENNET","SC",45,57,48,"RICHLAND",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"41","South Carolina","SALUDA","ELECTION DAY","5","MICHAEL BENNET","SC",45,57,48,"SALUDA",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"42","South Carolina","SPARTANBURG","ELECTION DAY","26","MICHAEL BENNET","SC",45,57,48,"SPARTANBURG",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"43","South Carolina","SUMTER","ELECTION DAY","23","MICHAEL BENNET","SC",45,57,48,"SUMTER",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"44","South Carolina","UNION","ELECTION DAY","6","MICHAEL BENNET","SC",45,57,48,"UNION",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"45","South Carolina","WILLIAMSBURG","ELECTION DAY","13","MICHAEL BENNET","SC",45,57,48,"WILLIAMSBURG",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"46","South Carolina","YORK","ELECTION DAY","34","MICHAEL BENNET","SC",45,57,48,"YORK",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"47","South Carolina","TOTAL:","ELECTION DAY","641","MICHAEL BENNET","SC",45,57,48,"TOTAL:",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"48","South Carolina","ABBEVILLE","INPERSON ABSENTEE","1","MICHAEL BENNET","SC",45,57,48,"ABBEVILLE",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"49","South Carolina","AIKEN","INPERSON ABSENTEE","5","MICHAEL BENNET","SC",45,57,48,"AIKEN",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"50","South Carolina","ALLENDALE","INPERSON ABSENTEE","0","MICHAEL BENNET","SC",45,57,48,"ALLENDALE",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"51","South Carolina","ANDERSON","INPERSON ABSENTEE","0","MICHAEL BENNET","SC",45,57,48,"ANDERSON",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"52","South Carolina","BAMBERG","INPERSON ABSENTEE","1","MICHAEL BENNET","SC",45,57,48,"BAMBERG",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"53","South Carolina","BARNWELL","INPERSON ABSENTEE","0","MICHAEL BENNET","SC",45,57,48,"BARNWELL",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"54","South Carolina","BEAUFORT","INPERSON ABSENTEE","5","MICHAEL BENNET","SC",45,57,48,"BEAUFORT",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"55","South Carolina","BERKELEY","INPERSON ABSENTEE","4","MICHAEL BENNET","SC",45,57,48,"BERKELEY",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"56","South Carolina","CALHOUN","INPERSON ABSENTEE","0","MICHAEL BENNET","SC",45,57,48,"CALHOUN",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"57","South Carolina","CHARLESTON","INPERSON ABSENTEE","8","MICHAEL BENNET","SC",45,57,48,"CHARLESTON",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"58","South Carolina","CHEROKEE","INPERSON ABSENTEE","3","MICHAEL BENNET","SC",45,57,48,"CHEROKEE",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"59","South Carolina","CHESTER","INPERSON ABSENTEE","2","MICHAEL BENNET","SC",45,57,48,"CHESTER",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"60","South Carolina","CHESTERFIELD","INPERSON ABSENTEE","1","MICHAEL BENNET","SC",45,57,48,"CHESTERFIELD",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"61","South Carolina","CLARENDON","INPERSON ABSENTEE","5","MICHAEL BENNET","SC",45,57,48,"CLARENDON",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"62","South Carolina","COLLETON","INPERSON ABSENTEE","1","MICHAEL BENNET","SC",45,57,48,"COLLETON",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"63","South Carolina","DARLINGTON","INPERSON ABSENTEE","4","MICHAEL BENNET","SC",45,57,48,"DARLINGTON",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"64","South Carolina","DILLON","INPERSON ABSENTEE","3","MICHAEL BENNET","SC",45,57,48,"DILLON",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"65","South Carolina","DORCHESTER","INPERSON ABSENTEE","0","MICHAEL BENNET","SC",45,57,48,"DORCHESTER",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"66","South Carolina","EDGEFIELD","INPERSON ABSENTEE","1","MICHAEL BENNET","SC",45,57,48,"EDGEFIELD",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"67","South Carolina","FAIRFIELD","INPERSON ABSENTEE","1","MICHAEL BENNET","SC",45,57,48,"FAIRFIELD",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"68","South Carolina","FLORENCE","INPERSON ABSENTEE","4","MICHAEL BENNET","SC",45,57,48,"FLORENCE",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"69","South Carolina","GEORGETOWN","INPERSON ABSENTEE","1","MICHAEL BENNET","SC",45,57,48,"GEORGETOWN",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"70","South Carolina","GREENVILLE","INPERSON ABSENTEE","4","MICHAEL BENNET","SC",45,57,48,"GREENVILLE",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"71","South Carolina","GREENWOOD","INPERSON ABSENTEE","0","MICHAEL BENNET","SC",45,57,48,"GREENWOOD",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"72","South Carolina","HAMPTON","INPERSON ABSENTEE","0","MICHAEL BENNET","SC",45,57,48,"HAMPTON",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"73","South Carolina","HORRY","INPERSON ABSENTEE","3","MICHAEL BENNET","SC",45,57,48,"HORRY",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"74","South Carolina","JASPER","INPERSON ABSENTEE","1","MICHAEL BENNET","SC",45,57,48,"JASPER",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"75","South Carolina","KERSHAW","INPERSON ABSENTEE","0","MICHAEL BENNET","SC",45,57,48,"KERSHAW",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"76","South Carolina","LANCASTER","INPERSON ABSENTEE","1","MICHAEL BENNET","SC",45,57,48,"LANCASTER",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"77","South Carolina","LAURENS","INPERSON ABSENTEE","2","MICHAEL BENNET","SC",45,57,48,"LAURENS",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"78","South Carolina","LEE","INPERSON ABSENTEE","0","MICHAEL BENNET","SC",45,57,48,"LEE",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"79","South Carolina","LEXINGTON","INPERSON ABSENTEE","1","MICHAEL BENNET","SC",45,57,48,"LEXINGTON",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"80","South Carolina","MARION","INPERSON ABSENTEE","2","MICHAEL BENNET","SC",45,57,48,"MARION",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"81","South Carolina","MARLBORO","INPERSON ABSENTEE","2","MICHAEL BENNET","SC",45,57,48,"MARLBORO",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"82","South Carolina","MCCORMICK","INPERSON ABSENTEE","1","MICHAEL BENNET","SC",45,57,48,"MCCORMICK",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"83","South Carolina","NEWBERRY","INPERSON ABSENTEE","1","MICHAEL BENNET","SC",45,57,48,"NEWBERRY",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"84","South Carolina","OCONEE","INPERSON ABSENTEE","1","MICHAEL BENNET","SC",45,57,48,"OCONEE",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"85","South Carolina","ORANGEBURG","INPERSON ABSENTEE","5","MICHAEL BENNET","SC",45,57,48,"ORANGEBURG",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"86","South Carolina","PICKENS","INPERSON ABSENTEE","0","MICHAEL BENNET","SC",45,57,48,"PICKENS",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"87","South Carolina","RICHLAND","INPERSON ABSENTEE","8","MICHAEL BENNET","SC",45,57,48,"RICHLAND",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"88","South Carolina","SALUDA","INPERSON ABSENTEE","1","MICHAEL BENNET","SC",45,57,48,"SALUDA",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"89","South Carolina","SPARTANBURG","INPERSON ABSENTEE","4","MICHAEL BENNET","SC",45,57,48,"SPARTANBURG",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"90","South Carolina","SUMTER","INPERSON ABSENTEE","4","MICHAEL BENNET","SC",45,57,48,"SUMTER",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"91","South Carolina","UNION","INPERSON ABSENTEE","0","MICHAEL BENNET","SC",45,57,48,"UNION",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"92","South Carolina","WILLIAMSBURG","INPERSON ABSENTEE","2","MICHAEL BENNET","SC",45,57,48,"WILLIAMSBURG",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"93","South Carolina","YORK","INPERSON ABSENTEE","1","MICHAEL BENNET","SC",45,57,48,"YORK",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"94","South Carolina","TOTAL:","INPERSON ABSENTEE","94","MICHAEL BENNET","SC",45,57,48,"TOTAL:",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"95","South Carolina","ABBEVILLE","ABSENTEE BY MAIL","1","MICHAEL BENNET","SC",45,57,48,"ABBEVILLE",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"96","South Carolina","AIKEN","ABSENTEE BY MAIL","0","MICHAEL BENNET","SC",45,57,48,"AIKEN",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"97","South Carolina","ALLENDALE","ABSENTEE BY MAIL","2","MICHAEL BENNET","SC",45,57,48,"ALLENDALE",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"98","South Carolina","ANDERSON","ABSENTEE BY MAIL","0","MICHAEL BENNET","SC",45,57,48,"ANDERSON",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"99","South Carolina","BAMBERG","ABSENTEE BY MAIL","0","MICHAEL BENNET","SC",45,57,48,"BAMBERG",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"100","South Carolina","BARNWELL","ABSENTEE BY MAIL","0","MICHAEL BENNET","SC",45,57,48,"BARNWELL",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"101","South Carolina","BEAUFORT","ABSENTEE BY MAIL","5","MICHAEL BENNET","SC",45,57,48,"BEAUFORT",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"102","South Carolina","BERKELEY","ABSENTEE BY MAIL","2","MICHAEL BENNET","SC",45,57,48,"BERKELEY",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"103","South Carolina","CALHOUN","ABSENTEE BY MAIL","0","MICHAEL BENNET","SC",45,57,48,"CALHOUN",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"104","South Carolina","CHARLESTON","ABSENTEE BY MAIL","1","MICHAEL BENNET","SC",45,57,48,"CHARLESTON",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"105","South Carolina","CHEROKEE","ABSENTEE BY MAIL","0","MICHAEL BENNET","SC",45,57,48,"CHEROKEE",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"106","South Carolina","CHESTER","ABSENTEE BY MAIL","0","MICHAEL BENNET","SC",45,57,48,"CHESTER",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"107","South Carolina","CHESTERFIELD","ABSENTEE BY MAIL","0","MICHAEL BENNET","SC",45,57,48,"CHESTERFIELD",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"108","South Carolina","CLARENDON","ABSENTEE BY MAIL","0","MICHAEL BENNET","SC",45,57,48,"CLARENDON",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"109","South Carolina","COLLETON","ABSENTEE BY MAIL","0","MICHAEL BENNET","SC",45,57,48,"COLLETON",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"110","South Carolina","DARLINGTON","ABSENTEE BY MAIL","1","MICHAEL BENNET","SC",45,57,48,"DARLINGTON",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"111","South Carolina","DILLON","ABSENTEE BY MAIL","0","MICHAEL BENNET","SC",45,57,48,"DILLON",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"112","South Carolina","DORCHESTER","ABSENTEE BY MAIL","1","MICHAEL BENNET","SC",45,57,48,"DORCHESTER",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"113","South Carolina","EDGEFIELD","ABSENTEE BY MAIL","0","MICHAEL BENNET","SC",45,57,48,"EDGEFIELD",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"114","South Carolina","FAIRFIELD","ABSENTEE BY MAIL","0","MICHAEL BENNET","SC",45,57,48,"FAIRFIELD",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"115","South Carolina","FLORENCE","ABSENTEE BY MAIL","1","MICHAEL BENNET","SC",45,57,48,"FLORENCE",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"116","South Carolina","GEORGETOWN","ABSENTEE BY MAIL","0","MICHAEL BENNET","SC",45,57,48,"GEORGETOWN",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"117","South Carolina","GREENVILLE","ABSENTEE BY MAIL","1","MICHAEL BENNET","SC",45,57,48,"GREENVILLE",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"118","South Carolina","GREENWOOD","ABSENTEE BY MAIL","0","MICHAEL BENNET","SC",45,57,48,"GREENWOOD",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"119","South Carolina","HAMPTON","ABSENTEE BY MAIL","0","MICHAEL BENNET","SC",45,57,48,"HAMPTON",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"120","South Carolina","HORRY","ABSENTEE BY MAIL","1","MICHAEL BENNET","SC",45,57,48,"HORRY",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"121","South Carolina","JASPER","ABSENTEE BY MAIL","0","MICHAEL BENNET","SC",45,57,48,"JASPER",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"122","South Carolina","KERSHAW","ABSENTEE BY MAIL","0","MICHAEL BENNET","SC",45,57,48,"KERSHAW",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"123","South Carolina","LANCASTER","ABSENTEE BY MAIL","0","MICHAEL BENNET","SC",45,57,48,"LANCASTER",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"124","South Carolina","LAURENS","ABSENTEE BY MAIL","0","MICHAEL BENNET","SC",45,57,48,"LAURENS",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
"125","South Carolina","LEE","ABSENTEE BY MAIL","0","MICHAEL BENNET","SC",45,57,48,"LEE",2020,"president","democrat","pri","FALSE","TRUE","president","FALSE","https://www.enr-scvotes.org/","03/09/2020"
