"office","party_detailed","party_simplified","mode","votes","county_name","county_fips","jurisdiction_name","jurisdiction_fips","candidate","district","dataverse","year","stage","state","special","writein","state_po","state_fips","state_cen","state_ic","readme_check"
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",452,"SUMTER",12119,"SUMTER",12119,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",30,"SUWANNEE",12121,"SUWANNEE",12121,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",14,"TAYLOR",12123,"TAYLOR",12123,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",6,"UNION",12125,"UNION",12125,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",1075,"VOLUSIA",12127,"VOLUSIA",12127,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",48,"WAKULLA",12129,"WAKULLA",12129,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",113,"WALTON",12131,"WALTON",12131,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","REPUBLICAN","REPUBLICAN","TOTAL",18,"WASHINGTON",12133,"WASHINGTON",12133,"Bill  Weld","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",43,"ALACHUA",12001,"ALACHUA",12001,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",16,"BAKER",12003,"BAKER",12003,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",21,"BAY",12005,"BAY",12005,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",9,"BRADFORD",12007,"BRADFORD",12007,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",110,"BREVARD",12009,"BREVARD",12009,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",309,"BROWARD",12011,"BROWARD",12011,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",8,"CALHOUN",12013,"CALHOUN",12013,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",21,"CHARLOTTE",12015,"CHARLOTTE",12015,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",38,"CITRUS",12017,"CITRUS",12017,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",28,"CLAY",12019,"CLAY",12019,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",54,"COLLIER",12021,"COLLIER",12021,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",16,"COLUMBIA",12023,"COLUMBIA",12023,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",9,"DESOTO",12027,"DESOTO",12027,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",12,"DIXIE",12029,"DIXIE",12029,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",213,"DUVAL",12031,"DUVAL",12031,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",56,"ESCAMBIA",12033,"ESCAMBIA",12033,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",20,"FLAGLER",12035,"FLAGLER",12035,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",9,"FRANKLIN",12037,"FRANKLIN",12037,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",37,"GADSDEN",12039,"GADSDEN",12039,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",6,"GILCHRIST",12041,"GILCHRIST",12041,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",5,"GLADES",12043,"GLADES",12043,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",7,"GULF",12045,"GULF",12045,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",9,"HAMILTON",12047,"HAMILTON",12047,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",10,"HARDEE",12049,"HARDEE",12049,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",13,"HENDRY",12051,"HENDRY",12051,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",47,"HERNANDO",12053,"HERNANDO",12053,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",22,"HIGHLANDS",12055,"HIGHLANDS",12055,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",352,"HILLSBOROUGH",12057,"HILLSBOROUGH",12057,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",15,"HOLMES",12059,"HOLMES",12059,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",18,"INDIAN RIVER",12061,"INDIAN RIVER",12061,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",23,"JACKSON",12063,"JACKSON",12063,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",13,"JEFFERSON",12065,"JEFFERSON",12065,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",9,"LAFAYETTE",12067,"LAFAYETTE",12067,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",47,"LAKE",12069,"LAKE",12069,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",98,"LEE",12071,"LEE",12071,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",68,"LEON",12073,"LEON",12073,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",18,"LEVY",12075,"LEVY",12075,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",5,"LIBERTY",12077,"LIBERTY",12077,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",19,"MADISON",12079,"MADISON",12079,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",126,"MANATEE",12081,"MANATEE",12081,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",70,"MARION",12083,"MARION",12083,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",34,"MARTIN",12085,"MARTIN",12085,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",551,"MIAMI-DADE",12086,"MIAMI-DADE",12086,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",22,"MONROE",12087,"MONROE",12087,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",18,"NASSAU",12089,"NASSAU",12089,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",28,"OKALOOSA",12091,"OKALOOSA",12091,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",9,"OKEECHOBEE",12093,"OKEECHOBEE",12093,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",214,"ORANGE",12095,"ORANGE",12095,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",130,"OSCEOLA",12097,"OSCEOLA",12097,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",298,"PALM BEACH",12099,"PALM BEACH",12099,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",86,"PASCO",12101,"PASCO",12101,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",211,"PINELLAS",12103,"PINELLAS",12103,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",140,"POLK",12105,"POLK",12105,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",21,"PUTNAM",12107,"PUTNAM",12107,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",12,"SANTA ROSA",12113,"SANTA ROSA",12113,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",90,"SARASOTA",12115,"SARASOTA",12115,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",52,"SEMINOLE",12117,"SEMINOLE",12117,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",40,"ST. JOHNS",12109,"ST. JOHNS",12109,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",52,"ST. LUCIE",12111,"ST. LUCIE",12111,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",25,"SUMTER",12119,"SUMTER",12119,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",17,"SUWANNEE",12121,"SUWANNEE",12121,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",17,"TAYLOR",12123,"TAYLOR",12123,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",8,"UNION",12125,"UNION",12125,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",105,"VOLUSIA",12127,"VOLUSIA",12127,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",17,"WAKULLA",12129,"WAKULLA",12129,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",11,"WALTON",12131,"WALTON",12131,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",7,"WASHINGTON",12133,"WASHINGTON",12133,"Michael  Bennet","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",19077,"ALACHUA",12001,"ALACHUA",12001,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",593,"BAKER",12003,"BAKER",12003,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",5184,"BAY",12005,"BAY",12005,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",952,"BRADFORD",12007,"BRADFORD",12007,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",33012,"BREVARD",12009,"BREVARD",12009,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",122637,"BROWARD",12011,"BROWARD",12011,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",389,"CALHOUN",12013,"CALHOUN",12013,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",9080,"CHARLOTTE",12015,"CHARLOTTE",12015,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",6951,"CITRUS",12017,"CITRUS",12017,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",6714,"CLAY",12019,"CLAY",12019,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",15573,"COLLIER",12021,"COLLIER",12021,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",2292,"COLUMBIA",12023,"COLUMBIA",12023,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",863,"DESOTO",12027,"DESOTO",12027,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",338,"DIXIE",12029,"DIXIE",12029,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",56227,"DUVAL",12031,"DUVAL",12031,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",17036,"ESCAMBIA",12033,"ESCAMBIA",12033,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",7520,"FLAGLER",12035,"FLAGLER",12035,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",764,"FRANKLIN",12037,"FRANKLIN",12037,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",6446,"GADSDEN",12039,"GADSDEN",12039,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",415,"GILCHRIST",12041,"GILCHRIST",12041,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",383,"GLADES",12043,"GLADES",12043,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",665,"GULF",12045,"GULF",12045,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",678,"HAMILTON",12047,"HAMILTON",12047,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",493,"HARDEE",12049,"HARDEE",12049,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",953,"HENDRY",12051,"HENDRY",12051,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",8240,"HERNANDO",12053,"HERNANDO",12053,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",3569,"HIGHLANDS",12055,"HIGHLANDS",12055,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",67791,"HILLSBOROUGH",12057,"HILLSBOROUGH",12057,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",263,"HOLMES",12059,"HOLMES",12059,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",9079,"INDIAN RIVER",12061,"INDIAN RIVER",12061,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",2437,"JACKSON",12063,"JACKSON",12063,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1551,"JEFFERSON",12065,"JEFFERSON",12065,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",173,"LAFAYETTE",12067,"LAFAYETTE",12067,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",18574,"LAKE",12069,"LAKE",12069,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",28192,"LEE",12071,"LEE",12071,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",28946,"LEON",12073,"LEON",12073,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1497,"LEVY",12075,"LEVY",12075,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",306,"LIBERTY",12077,"LIBERTY",12077,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1467,"MADISON",12079,"MADISON",12079,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",21036,"MANATEE",12081,"MANATEE",12081,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",18372,"MARION",12083,"MARION",12083,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",8166,"MARTIN",12085,"MARTIN",12085,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",94793,"MIAMI-DADE",12086,"MIAMI-DADE",12086,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",5206,"MONROE",12087,"MONROE",12087,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",3816,"NASSAU",12089,"NASSAU",12089,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",5572,"OKALOOSA",12091,"OKALOOSA",12091,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1034,"OKEECHOBEE",12093,"OKEECHOBEE",12093,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",64901,"ORANGE",12095,"ORANGE",12095,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",13508,"OSCEOLA",12097,"OSCEOLA",12097,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",104788,"PALM BEACH",12099,"PALM BEACH",12099,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",22206,"PASCO",12101,"PASCO",12101,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",61288,"PINELLAS",12103,"PINELLAS",12103,"Joe  Biden","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
