"office","party_detailed","party_simplified","mode","votes","county_name","county_fips","jurisdiction_name","jurisdiction_fips","candidate","district","dataverse","year","stage","state","special","writein","state_po","state_fips","state_cen","state_ic","readme_check"
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",10,"GADSDEN",12039,"GADSDEN",12039,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",3,"GILCHRIST",12041,"GILCHRIST",12041,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",2,"GLADES",12043,"GLADES",12043,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",7,"GULF",12045,"GULF",12045,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"HAMILTON",12047,"HAMILTON",12047,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",2,"HARDEE",12049,"HARDEE",12049,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",7,"HENDRY",12051,"HENDRY",12051,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",22,"HERNANDO",12053,"HERNANDO",12053,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",17,"HIGHLANDS",12055,"HIGHLANDS",12055,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",66,"HILLSBOROUGH",12057,"HILLSBOROUGH",12057,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",12,"HOLMES",12059,"HOLMES",12059,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",8,"INDIAN RIVER",12061,"INDIAN RIVER",12061,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",25,"JACKSON",12063,"JACKSON",12063,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",7,"JEFFERSON",12065,"JEFFERSON",12065,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1,"LAFAYETTE",12067,"LAFAYETTE",12067,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",11,"LAKE",12069,"LAKE",12069,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",32,"LEE",12071,"LEE",12071,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",33,"LEON",12073,"LEON",12073,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",11,"LEVY",12075,"LEVY",12075,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",11,"LIBERTY",12077,"LIBERTY",12077,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",9,"MADISON",12079,"MADISON",12079,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",14,"MANATEE",12081,"MANATEE",12081,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",20,"MARION",12083,"MARION",12083,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",5,"MARTIN",12085,"MARTIN",12085,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",67,"MIAMI-DADE",12086,"MIAMI-DADE",12086,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",3,"MONROE",12087,"MONROE",12087,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",44,"NASSAU",12089,"NASSAU",12089,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",13,"OKALOOSA",12091,"OKALOOSA",12091,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",5,"OKEECHOBEE",12093,"OKEECHOBEE",12093,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",33,"ORANGE",12095,"ORANGE",12095,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",20,"OSCEOLA",12097,"OSCEOLA",12097,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",56,"PALM BEACH",12099,"PALM BEACH",12099,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",39,"PASCO",12101,"PASCO",12101,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",60,"PINELLAS",12103,"PINELLAS",12103,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",64,"POLK",12105,"POLK",12105,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",35,"PUTNAM",12107,"PUTNAM",12107,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",3,"SANTA ROSA",12113,"SANTA ROSA",12113,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",20,"SARASOTA",12115,"SARASOTA",12115,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",11,"SEMINOLE",12117,"SEMINOLE",12117,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",27,"ST. JOHNS",12109,"ST. JOHNS",12109,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",23,"ST. LUCIE",12111,"ST. LUCIE",12111,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",10,"SUMTER",12119,"SUMTER",12119,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",16,"SUWANNEE",12121,"SUWANNEE",12121,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",13,"TAYLOR",12123,"TAYLOR",12123,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",9,"UNION",12125,"UNION",12125,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",47,"VOLUSIA",12127,"VOLUSIA",12127,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",5,"WAKULLA",12129,"WAKULLA",12129,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",4,"WALTON",12131,"WALTON",12131,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",4,"WASHINGTON",12133,"WASHINGTON",12133,"John  Delaney","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",260,"ALACHUA",12001,"ALACHUA",12001,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",15,"BAKER",12003,"BAKER",12003,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",62,"BAY",12005,"BAY",12005,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",24,"BRADFORD",12007,"BRADFORD",12007,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",388,"BREVARD",12009,"BREVARD",12009,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",628,"BROWARD",12011,"BROWARD",12011,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",10,"CALHOUN",12013,"CALHOUN",12013,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",56,"CHARLOTTE",12015,"CHARLOTTE",12015,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",91,"CITRUS",12017,"CITRUS",12017,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",67,"CLAY",12019,"CLAY",12019,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",75,"COLLIER",12021,"COLLIER",12021,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",62,"COLUMBIA",12023,"COLUMBIA",12023,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",10,"DESOTO",12027,"DESOTO",12027,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",6,"DIXIE",12029,"DIXIE",12029,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",363,"DUVAL",12031,"DUVAL",12031,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",209,"ESCAMBIA",12033,"ESCAMBIA",12033,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",43,"FLAGLER",12035,"FLAGLER",12035,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",35,"FRANKLIN",12037,"FRANKLIN",12037,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",48,"GADSDEN",12039,"GADSDEN",12039,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",15,"GILCHRIST",12041,"GILCHRIST",12041,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",4,"GLADES",12043,"GLADES",12043,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",10,"GULF",12045,"GULF",12045,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",19,"HAMILTON",12047,"HAMILTON",12047,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",8,"HARDEE",12049,"HARDEE",12049,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",9,"HENDRY",12051,"HENDRY",12051,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",98,"HERNANDO",12053,"HERNANDO",12053,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",47,"HIGHLANDS",12055,"HIGHLANDS",12055,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",688,"HILLSBOROUGH",12057,"HILLSBOROUGH",12057,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",18,"HOLMES",12059,"HOLMES",12059,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",60,"INDIAN RIVER",12061,"INDIAN RIVER",12061,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",58,"JACKSON",12063,"JACKSON",12063,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",12,"JEFFERSON",12065,"JEFFERSON",12065,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",13,"LAFAYETTE",12067,"LAFAYETTE",12067,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",127,"LAKE",12069,"LAKE",12069,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",217,"LEE",12071,"LEE",12071,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",305,"LEON",12073,"LEON",12073,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",33,"LEVY",12075,"LEVY",12075,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",22,"LIBERTY",12077,"LIBERTY",12077,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",16,"MADISON",12079,"MADISON",12079,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",141,"MANATEE",12081,"MANATEE",12081,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",169,"MARION",12083,"MARION",12083,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",65,"MARTIN",12085,"MARTIN",12085,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",441,"MIAMI-DADE",12086,"MIAMI-DADE",12086,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",53,"MONROE",12087,"MONROE",12087,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",41,"NASSAU",12089,"NASSAU",12089,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",84,"OKALOOSA",12091,"OKALOOSA",12091,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",14,"OKEECHOBEE",12093,"OKEECHOBEE",12093,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",388,"ORANGE",12095,"ORANGE",12095,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",119,"OSCEOLA",12097,"OSCEOLA",12097,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",553,"PALM BEACH",12099,"PALM BEACH",12099,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",219,"PASCO",12101,"PASCO",12101,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",672,"PINELLAS",12103,"PINELLAS",12103,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",239,"POLK",12105,"POLK",12105,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",59,"PUTNAM",12107,"PUTNAM",12107,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",63,"SANTA ROSA",12113,"SANTA ROSA",12113,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",183,"SARASOTA",12115,"SARASOTA",12115,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",194,"SEMINOLE",12117,"SEMINOLE",12117,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",118,"ST. JOHNS",12109,"ST. JOHNS",12109,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",122,"ST. LUCIE",12111,"ST. LUCIE",12111,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",64,"SUMTER",12119,"SUMTER",12119,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",58,"SUWANNEE",12121,"SUWANNEE",12121,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",28,"TAYLOR",12123,"TAYLOR",12123,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",15,"UNION",12125,"UNION",12125,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",309,"VOLUSIA",12127,"VOLUSIA",12127,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",36,"WAKULLA",12129,"WAKULLA",12129,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",19,"WALTON",12131,"WALTON",12131,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",15,"WASHINGTON",12133,"WASHINGTON",12133,"Tulsi  Gabbard","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",317,"ALACHUA",12001,"ALACHUA",12001,"Amy  Klobuchar","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",15,"BAKER",12003,"BAKER",12003,"Amy  Klobuchar","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",90,"BAY",12005,"BAY",12005,"Amy  Klobuchar","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",23,"BRADFORD",12007,"BRADFORD",12007,"Amy  Klobuchar","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",650,"BREVARD",12009,"BREVARD",12009,"Amy  Klobuchar","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",1139,"BROWARD",12011,"BROWARD",12011,"Amy  Klobuchar","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",18,"CALHOUN",12013,"CALHOUN",12013,"Amy  Klobuchar","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",266,"CHARLOTTE",12015,"CHARLOTTE",12015,"Amy  Klobuchar","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
"US PRESIDENT","DEMOCRAT","DEMOCRAT","TOTAL",229,"CITRUS",12017,"CITRUS",12017,"Amy  Klobuchar","statewide","president",2020,"pri","Florida",FALSE,FALSE,"FL",12,59,43,FALSE
